Department,Department_Division,PCN,Position_Title,FLSA_Code,Initial_Hire_Date,Date_in_Title,Salary,OBJECTID
CWA ,CWA 020 Commonwealth's Attorney,B.000943.4     ,Legal Assistant,,1-Mar-14,13-Jan-22,48622.86,288702
CWA ,CWA 020 Commonwealth's Attorney,B.006642,Paralegal,,16-Apr-06,1-Jan-08,62763.22,288703
CWA ,CWA 020 Commonwealth's Attorney,B.000874.1     ,Chief Deputy of Commonwealth Attorney,,16-May-98,1-Jan-14,184974.4,288704
CWA ,CWA 020 Commonwealth's Attorney,B.001136,Paralegal,,16-Mar-07,16-Mar-07,68257.02,288705
CWA ,CWA 020 Commonwealth's Attorney,B.007610,Senior Assistant Commonwealth's Attorney,,15-Aug-19,2-May-24,97947.2,288706
CWA ,CWA 020 Commonwealth's Attorney,B.005383,Legal Docket Clerk I,,21-Mar-24,21-Mar-24,49176.66,288707
CWA ,CWA 020 Commonwealth's Attorney,B.007607,Paralegal,,5-Oct-23,5-Oct-23,49944.18,288708
CWA ,CWA 020 Commonwealth's Attorney,B.002105.2     ,Deputy Commonwealth's Attorney,,14-Sep-17,20-May-21,156915.2,288709
CWA ,CWA 020 Commonwealth's Attorney,B.004345,Senior Attorney,,1-Sep-03,17-Jun-21,148751.98,288710
CWA ,CWA 020 Commonwealth's Attorney,B.007421,Associate Commonwealth's Attorney,,5-Jul-18,4-Apr-24,113880,288711
CWA ,CWA 020 Commonwealth's Attorney,B.005427,Senior Attorney,,16-Dec-87,25-May-23,148886.4,288712
CWA ,CWA 020 Commonwealth's Attorney,B.003759.2     ,Paralegal,,8-Apr-21,3-Nov-22,53606.8,288713
CWA ,CWA 020 Commonwealth's Attorney,B.007093.3     ,Administrative Technician,,8-Nov-18,24-Feb-22,44872.1,288714
CWA ,CWA 020 Commonwealth's Attorney,B.003850,Associate Commonwealth's Attorney,,25-Apr-19,20-Apr-23,114415.86,288715
CWA ,CWA 020 Commonwealth's Attorney,B.005347,Chief Deputy of Commonwealth Attorney,,16-Apr-05,30-Aug-18,184974.4,288716
CWA ,CWA 020 Commonwealth's Attorney,B.005352,Clerk,,28-Jul-22,28-Jul-22,32910.28,288717
CWA ,CWA 020 Commonwealth's Attorney,P.030570,Legal Investigator,,1-May-94,,32.89297,288718
CWA ,CWA 020 Commonwealth's Attorney,B.007094,Paralegal,,1-Jan-13,5-Jan-17,57269.42,288719
CWA ,CWA 020 Commonwealth's Attorney,B.002000.4     ,Administrative Services Manager I,,16-May-05,1-Feb-24,89310.52,288720
CWA ,CWA 020 Commonwealth's Attorney,B.000248.2     ,Legal Assistant,,7-May-20,20-Jun-24,48622.86,288721
CWA ,CWA 020 Commonwealth's Attorney,B.007605,Senior Assistant Commonwealth's Attorney,,16-Jul-20,2-May-24,101088,288722
CWA ,CWA 020 Commonwealth's Attorney,B.001851,Legal Docket Clerk I,,10-Aug-23,20-Jun-24,43437.16,288723
CWA ,CWA 020 Commonwealth's Attorney,B.007881,Legal Information Clerk,,17-Jan-19,27-Jul-23,36283.26,288724
CWA ,CWA 020 Commonwealth's Attorney,B.006935.1     ,Legal Information Clerk,,12-Jan-23,12-Jan-23,33804.16,288725
CWA ,CWA 020 Commonwealth's Attorney,B.000384,Legal Investigator,,16-Mar-90,16-Mar-90,98801.56,288726
CWA ,CWA 020 Commonwealth's Attorney,N.090221,Assistant Commonwealth's Attorney,,16-Aug-92,,42000,288727
CWA ,CWA 020 Commonwealth's Attorney,B.004739.2     ,Paralegal,,7-Nov-16,9-Feb-23,51775.62,288728
CWA ,CWA 020 Commonwealth's Attorney,B.001338.1     ,Legal Information Clerk,,1-Feb-24,1-Feb-24,33804.16,288729
CWA ,CWA 020 Commonwealth's Attorney,B.007882,Legal Information Clerk,,8-Feb-24,8-Feb-24,33804.16,288730
CWA ,CWA 020 Commonwealth's Attorney,B.001711,Paralegal,,26-Oct-17,19-Nov-20,55437.98,288731
CWA ,CWA 020 Commonwealth's Attorney,B.007970.1     ,Legal Assistant,,7-Sep-23,18-Apr-24,45300.84,288732
CWA ,CWA 020 Commonwealth's Attorney,B.005987,Paralegal,,1-Apr-09,1-Jul-11,60932.04,288733
CWA ,CWA 020 Commonwealth's Attorney,B.004390.1     ,Deputy Commonwealth's Attorney,,1-Feb-05,25-May-17,162094.4,288734
CWA ,CWA 020 Commonwealth's Attorney,B.006643.2     ,Legal Information Clerk,,8-Sep-22,8-Sep-22,33804.16,288735
CWA ,CWA 020 Commonwealth's Attorney,B.006644,Associate Commonwealth's Attorney,,16-Nov-12,11-Apr-19,122175.82,288736
CWA ,CWA 020 Commonwealth's Attorney,B.007967,Business Application Specialist II,,18-May-23,18-Apr-24,63742.9,288737
CWA ,CWA 020 Commonwealth's Attorney,B.004401,Senior Attorney,,1-Sep-99,1-Dec-07,155424.88,288738
CWA ,CWA 020 Commonwealth's Attorney,B.007969,Assistant Commonwealth's Attorney,,22-Jul-14,11-Apr-24,83678.14,288739
CWA ,CWA 020 Commonwealth's Attorney,B.001092.2     ,Business Application Specialist I,,15-Aug-19,7-Sep-23,55063.58,288740
CWA ,CWA 020 Commonwealth's Attorney,B.000023,Senior Assistant Commonwealth's Attorney,,28-Jan-21,19-May-22,101097.62,288741
CWA ,CWA 020 Commonwealth's Attorney,B.004832.5     ,Legal Assistant,,16-Sep-09,9-Feb-23,53606.02,288742
CWA ,CWA 020 Commonwealth's Attorney,S.020049,Commonwealth's Attorney,,16-Jun-96,1-Jan-14,258858.34,288743
CWA ,CWA 020 Commonwealth's Attorney,B.003250.2     ,Associate Commonwealth's Attorney,,24-Mar-22,4-Apr-24,108160,288744
CWA ,CWA 020 Commonwealth's Attorney,B.007091,Senior Assistant Commonwealth's Attorney,,3-Jun-21,3-Jun-21,101437.44,288745
CWA ,CWA 020 Commonwealth's Attorney,B.006638,Paralegal,,6-Oct-22,6-Oct-22,49944.18,288746
CWA ,CWA 020 Commonwealth's Attorney,B.005429,Paralegal,,13-Jan-22,19-May-22,53606.8,288747
CWA ,CWA 020 Commonwealth's Attorney,B.007885.1     ,Legal Assistant,,1-Dec-22,27-Jul-23,45300.84,288748
CWA ,CWA 020 Commonwealth's Attorney,B.004404,Business Application Specialist II,,22-May-15,4-May-23,68417.44,288749
CWA ,CWA 020 Commonwealth's Attorney,B.007968,Assistant Commonwealth's Attorney,,11-Jan-24,11-Jan-24,83437.9,288750
CWA ,CWA 020 Commonwealth's Attorney,B.007884,Paralegal,,2-Jan-20,27-Jul-23,49944.18,288751
CWA ,CWA 020 Commonwealth's Attorney,B.006645,Associate Commonwealth's Attorney,,24-Aug-23,24-Aug-23,108356.56,288752
CWA ,CWA 952 CWA Grants,G.005219,Clerk,,2-Aug-18,24-Sep-20,34034.26,288753
CWA ,CWA 952 CWA Grants,G.004978,Victim Witness Caseworker I,,30-Aug-18,30-Aug-18,52798.2,288754
CWA ,CWA 952 CWA Grants,G.005220.4     ,Office Assistant II,,27-Feb-20,10-Sep-20,36283.26,288755
CWA ,CWA 952 CWA Grants,G.040038,Victim Witness Caseworker I,,22-Aug-89,,24.54522,288756
CWA ,CWA 952 CWA Grants,G.005690,Victim Witness Caseworker I,,22-Apr-86,1-Jul-00,73727.16,288757
CWA ,CWA 952 CWA Grants,G.004642.1     ,Victim Witness Caseworker I,,4-Jan-18,12-Mar-20,52798.2,288758
CWA ,CWA 952 CWA Grants,G.040029,Victim Witness Caseworker I,,30-Aug-18,,24.54522,288759
CWA ,CWA 952 CWA Grants,G.040048,Assistant Commonwealth's Attorney,,16-May-06,14-Mar-24,87862.06,288760
CWA ,CWA 952 CWA Grants,G.040030,Victim Witness Caseworker I,,30-Aug-18,30-Aug-18,52798.2,288761
CWA ,CWA 952 CWA Grants,G.005715,Victim Witness Caseworker I,,24-Feb-97,16-Oct-07,59774.52,288762
CWA ,CWA 952 CWA Grants,G.040040,Victim Witness Caseworker I,,18-Nov-21,,24.54522,288763
ECC ,ECC 001 Directors Office,B.005542.2     ,Director of Emergency Communications and Citizen Services,,16-Mar-92,17-Jun-21,164986.38,288764
ECC ,ECC 001 Directors Office,B.007252.3     ,Executive Assistant II,,10-Feb-22,10-Feb-22,51054.12,288765
ECC ,ECC 001 Directors Office,N.050288.1     ,Public Safety Analyst I,,16-Jan-13,,27.44351,288766
ECC ,ECC 002 Administation,B.004972.8     ,Administrative Services Coordinator,,16-Jan-03,1-Dec-07,87131.2,288767
ECC ,ECC 002 Administation,B.005958.5     ,Account Clerk III,,16-Jan-08,16-Jan-08,50611.6,288768
ECC ,ECC 002 Administation,B.002539.5     ,Account Clerk II,,1-Jan-13,16-Aug-13,45906.12,288769
ECC ,ECC 002 Administation,B.005956.5     ,Public Safety Analyst I,,1-Apr-04,1-Apr-04,71215.56,288770
ECC ,ECC 010 Emergency Communications,B.004973.1     ,Master Public Safety Emergency Telecommunicator,,1-Jun-10,29-Feb-24,65159.38,288771
ECC ,ECC 010 Emergency Communications,B.006940.1     ,911-Senior Operations Supervisor,,1-Aug-93,24-Feb-22,98841.6,288772
ECC ,ECC 010 Emergency Communications,B.004082.2     ,911-Senior Operations Supervisor,,16-Sep-03,22-Apr-16,93932.8,288773
ECC ,ECC 010 Emergency Communications,B.005959.1     ,Master Public Safety Emergency Telecommunicator,,22-Sep-14,29-Feb-24,69611.36,288774
ECC ,ECC 010 Emergency Communications,B.005377.1     ,Public Safety Emergency Telecommunicator IV,,10-May-18,11-Mar-21,57082.48,288775
ECC ,ECC 010 Emergency Communications,B.004428.1     ,Master Public Safety Emergency Telecommunicator,,7-Jan-06,26-Jan-23,67385.24,288776
ECC ,ECC 010 Emergency Communications,B.001267.3     ,ECCS Training Coordinator,,16-Jul-08,8-Feb-24,98633.6,288777
ECC ,ECC 010 Emergency Communications,B.003545.3     ,911-Operations Supervisor,,1-Jul-09,16-Dec-21,82440.8,288778
ECC ,ECC 010 Emergency Communications,B.000671.1     ,Master Public Safety Emergency Telecommunicator,,1-Nov-98,27-Feb-20,85192.9,288779
ECC ,ECC 010 Emergency Communications,B.002124.1     ,Watch Desk Specialist,,16-Oct-08,13-Jun-24,61120.54,288780
ECC ,ECC 010 Emergency Communications,B.007008.2     ,ECCS Operations Coordinator,,16-Mar-97,8-Feb-24,101212.8,288781
ECC ,ECC 010 Emergency Communications,B.002692.1     ,Public Safety Emergency Call Taker II,,9-Mar-23,9-May-24,49944.18,288782
ECC ,ECC 010 Emergency Communications,B.006436.1     ,Master Public Safety Emergency Telecommunicator,,10-May-18,26-Jan-23,65159.38,288783
ECC ,ECC 010 Emergency Communications,B.004425.2     ,Public Safety Emergency Telecommunicator II,,14-Dec-23,23-May-24,49944.18,288784
ECC ,ECC 010 Emergency Communications,B.004679.1     ,Public Safety Emergency Telecommunicator IV,,16-Sep-02,29-Jul-21,73234.46,288785
ECC ,ECC 010 Emergency Communications,B.003474.1     ,Public Safety Emergency Telecommunicator IV,,20-Jul-00,13-Jun-24,55063.58,288786
ECC ,ECC 010 Emergency Communications,B.001806.1     ,Public Safety Emergency Telecommunicator IV,,2-Jan-20,9-May-24,55063.58,288787
ECC ,ECC 010 Emergency Communications,B.005375.1     ,Master Public Safety Emergency Telecommunicator,,14-Jan-21,29-Feb-24,65159.38,288788
ECC ,ECC 010 Emergency Communications,B.000074.1     ,Watch Desk Specialist,,15-Dec-22,13-Jun-24,65158.6,288789
ECC ,ECC 010 Emergency Communications,B.005376.1     ,Public Safety Emergency Call Taker II,,9-Mar-23,9-May-24,49944.18,288790
ECC ,ECC 010 Emergency Communications,B.006942,Public Safety Emergency Telecommunicator IV,,5-Jan-23,16-May-24,55063.58,288791
ECC ,ECC 010 Emergency Communications,B.005378.1     ,Public Safety Emergency Telecommunicator IV,,3-Jan-19,5-Nov-20,59101.38,288792
ECC ,ECC 010 Emergency Communications,B.002184.1     ,Public Safety Emergency Telecommunicator IV,,25-Apr-19,11-Mar-21,59101.38,288793
ECC ,ECC 010 Emergency Communications,B.004424.1     ,Public Safety Emergency Call Taker I,,30-May-24,30-May-24,47565.96,288794
ECC ,ECC 010 Emergency Communications,B.006941,911-Operations Supervisor,,1-Oct-06,16-Dec-21,82440.8,288795
ECC ,ECC 010 Emergency Communications,B.003899.1     ,Public Safety Emergency Telecommunicator IV,,9-Apr-20,20-May-21,57082.48,288796
ECC ,ECC 010 Emergency Communications,B.000783.1     ,Public Safety Emergency Telecommunicator I,,12-Jan-23,12-Jan-23,47565.96,288797
ECC ,ECC 010 Emergency Communications,B.001640.1     ,911-Operations Supervisor,,16-Oct-08,21-Apr-22,82440.8,288798
ECC ,ECC 010 Emergency Communications,B.002042.1     ,Public Safety Emergency Telecommunicator IV,,16-Mar-05,7-Feb-16,71215.56,288799
ECC ,ECC 010 Emergency Communications,B.003360.1     ,Public Safety Emergency Telecommunicator IV,,4-Nov-21,15-Jun-23,55063.58,288800
ECC ,ECC 010 Emergency Communications,B.003422.1     ,911-Operations Supervisor,,12-Sep-17,4-May-23,77766.26,288801
ECC ,ECC 010 Emergency Communications,B.001737.1     ,Public Safety Emergency Call Taker II,,16-Jul-08,16-Jul-09,60932.04,288802
ECC ,ECC 010 Emergency Communications,B.005951.1     ,911-Operations Supervisor,,1-Apr-03,8-Jun-17,87115.34,288803
ECC ,ECC 010 Emergency Communications,B.002597.1     ,Public Safety Emergency Telecommunicator II,,30-Nov-23,30-May-24,49944.18,288804
ECC ,ECC 010 Emergency Communications,B.004106.1     ,Master Public Safety Emergency Telecommunicator,,17-Jun-13,19-May-22,67385.24,288805
ECC ,ECC 010 Emergency Communications,B.005952.1     ,911-Operations Supervisor,,16-Apr-99,8-Jun-17,89452.48,288806
ECC ,ECC 010 Emergency Communications,B.005953.1     ,Public Safety Emergency Telecommunicator IV,,25-May-17,30-Jul-20,61120.54,288807
ECC ,ECC 010 Emergency Communications,B.001864.1     ,Public Safety Emergency Call Taker II,,16-Jul-08,22-Jul-15,60932.04,288808
ECC ,ECC 010 Emergency Communications,B.005781.1     ,Public Safety Emergency Call Taker II,,15-Dec-22,8-Feb-24,49944.18,288809
ECC ,ECC 010 Emergency Communications,B.000658.1     ,911-Operations Supervisor,,1-Jan-14,21-Apr-22,82440.8,288810
ECC ,ECC 010 Emergency Communications,B.000643.1     ,Public Safety Emergency Telecommunicator IV,,8-Sep-22,28-Mar-24,55063.58,288811
ECC ,ECC 010 Emergency Communications,B.007007,911-Operations Supervisor,,16-Aug-12,20-Oct-22,75429.12,288812
ECC ,ECC 010 Emergency Communications,B.002963.1     ,Master Public Safety Emergency Telecommunicator,,22-Oct-15,27-Feb-20,67385.24,288813
ECC ,ECC 010 Emergency Communications,B.002040.1     ,911-Operations Supervisor,,1-Aug-11,16-Dec-21,77766.26,288814
ECC ,ECC 010 Emergency Communications,B.002360.1     ,Master Public Safety Emergency Telecommunicator,,22-Jun-16,19-May-22,65159.38,288815
ECC ,ECC 010 Emergency Communications,B.005783.2     ,911-Senior Operations Supervisor,,1-Jun-02,23-Mar-23,91478.4,288816
ECC ,ECC 010 Emergency Communications,B.003298.2     ,Public Safety Emergency Telecommunicator IV,,15-Aug-19,28-Jan-21,57082.48,288817
ECC ,ECC 010 Emergency Communications,B.006437.2     ,Public Safety Emergency Call Taker I,,30-May-24,30-May-24,47565.96,288818
ECC ,ECC 010 Emergency Communications,B.005957.1     ,Public Safety Emergency Telecommunicator III,,5-Jan-23,13-Jun-24,52441.48,288819
ECC ,ECC 010 Emergency Communications,B.001451.1     ,Public Safety Emergency Call Taker II,,9-Mar-23,9-May-24,49944.18,288820
ECC ,ECC 010 Emergency Communications,B.005785.3     ,Deputy Director of ECCS Operations,,1-Jul-09,8-Feb-24,106392,288821
ECC ,ECC 010 Emergency Communications,B.001251.1     ,Public Safety Emergency Telecommunicator II,,13-Jul-23,8-Feb-24,49944.18,288822
ECC ,ECC 010 Emergency Communications,B.007006,911-Operations Supervisor,,16-Sep-98,16-Dec-21,89452.48,288823
ECC ,ECC 010 Emergency Communications,B.000634.1     ,Watch Desk Specialist,,12-Jan-23,13-Jun-24,55063.58,288824
ECC ,ECC 010 Emergency Communications,B.004976.1     ,Watch Desk Specialist,,1-Feb-08,13-Jun-24,59101.38,288825
ECC ,ECC 010 Emergency Communications,B.003606.1     ,Public Safety Emergency Telecommunicator IV,,12-Jan-23,9-May-24,55063.58,288826
ECC ,ECC 010 Emergency Communications,B.004662.2     ,Public Safety Emergency Telecommunicator IV,,8-Sep-22,23-Nov-23,55063.58,288827
ECC ,ECC 020 Citizen Services,B.005954.2     ,311-Senior Operations Supervisor,,1-Jan-03,1-Feb-14,69747.08,288828
ECC ,ECC 020 Citizen Services,B.007257,Citizen Services Assistant I,,22-Feb-24,22-Feb-24,33804.16,288829
ECC ,ECC 020 Citizen Services,B.003040.1     ,Citizen Services Assistant III,,21-Nov-19,4-May-23,42002.22,288830
ECC ,ECC 020 Citizen Services,B.007256,Citizen Services Assistant I,,13-Jul-23,13-Jul-23,35043.58,288831
ECC ,ECC 020 Citizen Services,B.005775.1     ,Citizen Services Assistant III,,17-Aug-17,7-Apr-22,44872.1,288832
ECC ,ECC 020 Citizen Services,B.003448.1     ,311-Operations Supervisor,,16-Jun-07,15-Jul-21,54648.62,288833
ECC ,ECC 020 Citizen Services,B.007253,Citizen Services Assistant II,,2-Jun-22,11-Jan-24,45468.28,288834
ECC ,ECC 020 Citizen Services,B.000685.2     ,Citizen Services Assistant II,,8-Sep-22,11-Jan-24,40002.04,288835
ECC ,ECC 020 Citizen Services,B.007258,Citizen Services Assistant III,,22-Oct-16,4-Nov-21,53481.22,288836
ECC ,ECC 020 Citizen Services,B.005776.2     ,Citizen Services Assistant I,,22-Feb-24,22-Feb-24,33804.16,288837
ECC ,ECC 020 Citizen Services,B.000140.3     ,Citizen Services Assistant I,,30-May-24,30-May-24,33804.16,288838
ECC ,ECC 020 Citizen Services,B.006444.1     ,311-Operations Supervisor,,31-Jan-19,28-Mar-24,48622.34,288839
ECC ,ECC 020 Citizen Services,B.007255,Citizen Services Assistant I,,7-Jul-22,30-May-24,33804.16,288840
ECC ,ECC 020 Citizen Services,B.007254,Citizen Services Assistant II,,8-Sep-22,11-Jan-24,40002.04,288841
ECC ,ECC 020 Citizen Services,B.005778.2     ,Citizen Services Assistant I,,19-Oct-23,19-Oct-23,35043.58,288842
ECC ,ECC 020 Citizen Services,B.005777.2     ,311-Operations Supervisor,,16-Jul-08,12-Aug-21,53141.92,288843
ECC ,ECC 030 Technology and Support,B.007009.2     ,Administrative Technician,,1-Mar-05,9-Mar-23,57785.78,288844
ECC ,ECC 030 Technology and Support,I.080035,Administrative Intern II,,3-Jun-24,,16,288845
ECC ,ECC 030 Technology and Support,B.002737.6     ,ECCS Support Services Administrator,,16-Apr-99,8-Feb-24,103334.4,288846
ECC ,ECC 030 Technology and Support,B.006849,Business Application Specialist II,,1-Apr-96,7-Feb-16,91789.62,288847
ECC ,ECC 030 Technology and Support,B.001140.4     ,Administrative Technician,,19-May-22,19-May-22,49176.66,288848
ECC ,ECC 030 Technology and Support,B.003378.4     ,Administrative Technician,,24-Oct-19,4-May-23,39132.6,288849
ECC ,ECC 030 Technology and Support,B.005718.3     ,Administrative Technician,,9-Mar-23,21-Dec-23,42002.22,288850
ECC ,ECC 030 Technology and Support,B.000278.2     ,Administrative Technician,,20-Mar-23,5-Oct-23,39132.6,288851
ECC ,ECC 030 Technology and Support,B.000085.6     ,Business Application Specialist II,,9-Mar-23,8-Feb-24,63742.9,288852
ECO ,ECO 010 Directors Office,B.004500.9     ,Project Development Administrator,,22-Apr-15,27-Jul-23,125722.48,288853
ECO ,ECO 010 Directors Office,B.007463.2     ,Administrative Specialist I,,9-Mar-23,9-Mar-23,47889.4,288854
ECO ,ECO 010 Directors Office,B.001228.1     ,Business Development Coordinator,,20-Jun-19,3-Nov-22,96464.94,288855
ECO ,ECO 010 Directors Office,B.006269.2     ,Deputy Director of Economic Development,,8-Jul-19,3-Nov-22,138125.52,288856
ECO ,ECO 010 Directors Office,B.006391,Business Development Representative II,,4-Jan-24,4-Jan-24,84999.98,288857
ECO ,ECO 010 Directors Office,B.006894,Business Development Representative I,,25-Apr-24,25-Apr-24,75253.36,288858
ECO ,ECO 010 Directors Office,B.003968.6     ,Financial Specialist,,1-Oct-13,6-Apr-23,51775.62,288859
ECO ,ECO 010 Directors Office,B.002781,Administrative Technician,,3-Sep-19,22-Feb-24,40567.02,288860
ECO ,ECO 010 Directors Office,B.003123,Business Development Representative II,,29-Mar-18,11-Aug-22,95000.1,288861
ECO ,ECO 010 Directors Office,B.000961.4     ,Parking Manager,,24-Feb-97,22-May-14,111953.92,288862
ECO ,ECO 010 Directors Office,B.000910,Business Development Representative II,,7-Mar-24,7-Mar-24,79999.92,288863
ECO ,ECO 010 Directors Office,B.006689.5     ,Planning Evaluation Coordinator,,18-Apr-24,18-Apr-24,99999.9,288864
ECO ,ECO 010 Directors Office,B.004391.4     ,Parking Operations Supervisor,,31-Aug-17,31-Aug-17,60132.8,288865
ECO ,ECO 010 Directors Office,B.006690.4     ,Administrative Specialist I,,7-Jan-15,11-Aug-22,52635.18,288866
ECO ,ECO 010 Directors Office,B.006647.2     ,Business Development Representative II,,16-Mar-17,27-Aug-20,72352.28,288867
ECO ,ECO 010 Directors Office,B.002150.3     ,Executive Assistant II,,16-Jun-22,18-May-23,54542.28,288868
ECO ,ECO 010 Directors Office,B.007059.2     ,General Supervisor,,22-Sep-14,22-Sep-14,60932.04,288869
ECO ,ECO 010 Directors Office,B.006501.5     ,Mechanic Technician II,,7-Mar-24,7-Mar-24,47565.96,288870
ECO ,ECO 010 Directors Office,B.003581.1     ,Economic Development Project Manager,,12-Sep-19,12-Sep-19,120093.74,288871
ECO ,ECO 010 Directors Office,B.004389.4     ,Parking Operations Supervisor,,7-Feb-16,11-May-17,67824.12,288872
ECO ,ECO 010 Directors Office,B.007555.1     ,Executive Assistant I,,4-Nov-21,4-Nov-21,45300.84,288873
ECO ,ECO 010 Directors Office,B.003998.2     ,Director of Economic Development,,26-Jan-23,8-Feb-24,175000.02,288874
ECO ,ECO 010 Directors Office,B.005831.1     ,Business Development Coordinator,,1-Feb-13,22-Oct-20,106326.48,288875
ECO ,ECO 010 Directors Office,I.080004,Administrative Intern II,,26-Jan-23,,16.8,288876
ECO ,ECO 010 Directors Office,B.002736.2     ,Administrative Technician,,3-Aug-17,11-Apr-24,47741.72,288877
ECO ,ECO 010 Directors Office,B.007886,Office Assistant I,,16-May-24,16-May-24,31785.78,288878
ECO ,ECO 010 Directors Office,B.001863.5     ,Planner III,,23-Feb-23,19-Oct-23,76572.08,288879
ECO ,ECO 010 Directors Office,B.000764.3     ,Planner III,,1-Oct-94,1-Dec-09,96201.56,288880
ECO ,ECO 020 GrowSmart,B.007360,Development Specialist,,18-Jan-24,18-Jan-24,66425.84,288881
ECO ,ECO 020 GrowSmart,B.006079.1     ,Grow Smart Coordinator,,16-Jan-10,7-Aug-16,92578.2,288882
ECO ,ECO 020 GrowSmart,B.007427,Administrative Technician,,1-Nov-96,3-Jun-21,54916.16,288883
EMS ,EMS 010 Administration,B.003650.1     ,Office Assistant II,,11-Apr-19,3-Nov-22,33804.16,288884
EMS ,EMS 010 Administration,B.000476.3     ,EMS Division Officer,,17-May-86,1-May-05,131381.64,288885
EMS ,EMS 010 Administration,B.006298.4     ,EMS Captain,,15-Mar-85,9-May-24,92716.52,288886
EMS ,EMS 010 Administration,B.006829.1     ,Contract Specialist I,,25-Sep-69,1-Aug-11,66872.78,288887
EMS ,EMS 010 Administration,B.003192,Executive Assistant II,,26-Jan-23,26-Jan-23,52798.2,288888
EMS ,EMS 010 Administration,B.001590.3     ,EMS Deputy Chief,,16-Dec-89,5-Oct-23,159695.12,288889
EMS ,EMS 010 Administration,B.005971,Administrative Specialist I,,21-Oct-21,21-Oct-21,46307.56,288890
EMS ,EMS 010 Administration,B.006946.5     ,Business Application Specialist II,,5-Aug-91,18-Jul-19,96464.16,288891
EMS ,EMS 010 Administration,B.007822.1     ,Administrative Technician,,29-Sep-22,7-Sep-23,39132.6,288892
EMS ,EMS 010 Administration,B.007464.1     ,EMS Brigade Officer,,1-Jan-06,4-Jan-24,102220.04,288893
EMS ,EMS 010 Administration,B.002990.1     ,Administrative Specialist I,,22-Aug-16,19-May-22,46307.56,288894
EMS ,EMS 010 Administration,B.006052.2     ,EMS Division Officer,,1-Mar-13,14-Jul-22,118332.5,288895
EMS ,EMS 010 Administration,B.006299.4     ,EMS Brigade Officer,,1-May-11,2-Feb-17,107856.06,288896
EMS ,EMS 010 Administration,B.007887.1     ,Administrative Technician,,1-Oct-04,14-Sep-23,54916.16,288897
EMS ,EMS 010 Administration,N.030201,EMS Medical Director,,1-Dec-98,1-Jun-05,24.0385,288898
EMS ,EMS 010 Administration,B.003103.2     ,EMS Division Officer,,16-Dec-02,7-Sep-16,131381.64,288899
EMS ,EMS 010 Administration,B.005962.6     ,Public Safety Analyst II,,7-Oct-14,16-Jun-22,69611.36,288900
EMS ,EMS 010 Administration,B.007010.2     ,EMS Captain,,22-May-15,18-Jun-20,92716.52,288901
EMS ,EMS 010 Administration,B.002093.1     ,EMS Chief,,16-Jun-13,3-Aug-23,184867.02,288902
EMS ,EMS 010 Administration,B.007823.1     ,EMS Captain,,1-Mar-13,28-Jul-22,90160.46,288903
EMS ,EMS 010 Administration,B.002874.2     ,EMS Deputy Chief,,14-Sep-23,14-Sep-23,159695.12,288904
EMS ,EMS 020 Operations,B.006731.1     ,Storekeeper II,,25-Aug-22,25-Aug-22,35494.42,288905
EMS ,EMS 020 Operations,B.006300.2     ,EMS Brigade Officer,,1-Aug-13,14-Jul-22,102220.04,288906
EMS ,EMS 020 Operations,B.007997,EMS Brigade Officer,,31-Jan-19,2-May-24,102220.04,288907
EMS ,EMS 020 Operations,B.007011.2     ,EMS Captain,,1-Apr-12,7-May-16,95272.58,288908
EMS ,EMS 021 Emergency Response System,B.007986.1     ,Paramedic,,16-Nov-23,16-Nov-23,61557.86,288909
EMS ,EMS 021 Emergency Response System,B.006279,Paramedic,,13-Oct-22,13-Oct-22,61557.86,288910
EMS ,EMS 021 Emergency Response System,B.007981,Advanced Emergency Medical Technician (AEMT),,19-Oct-23,19-Oct-23,55834.74,288911
EMS ,EMS 021 Emergency Response System,B.007904,EMS Captain,,12-Oct-17,3-Aug-23,82492.28,288912
EMS ,EMS 021 Emergency Response System,B.007714.2     ,Paramedic,,24-Aug-23,24-Aug-23,61557.86,288913
EMS ,EMS 021 Emergency Response System,B.006423,Paramedic,,13-Jan-22,13-Jan-22,61557.86,288914
EMS ,EMS 021 Emergency Response System,B.006297,Paramedic,,4-Nov-21,4-Nov-21,61557.86,288915
EMS ,EMS 021 Emergency Response System,B.000516.5     ,EMS Brigade Officer,,1-Sep-02,27-Sep-18,105037.92,288916
EMS ,EMS 021 Emergency Response System,B.007906,Advanced Emergency Medical Technician (AEMT),,19-Oct-23,19-Oct-23,53927.38,288917
EMS ,EMS 021 Emergency Response System,B.007891,Paramedic,,30-May-24,30-May-24,61557.86,288918
EMS ,EMS 021 Emergency Response System,B.006274.1     ,EMS Captain,,1-Aug-04,1-Feb-07,95272.58,288919
EMS ,EMS 021 Emergency Response System,B.007988.1     ,Paramedic,,16-Nov-23,16-Nov-23,61557.86,288920
EMS ,EMS 021 Emergency Response System,B.006429.2     ,Senior Paramedic,,16-Sep-05,13-Jul-23,86415.16,288921
EMS ,EMS 021 Emergency Response System,B.006292,Senior Paramedic,,7-Jan-15,9-May-19,79459.9,288922
EMS ,EMS 021 Emergency Response System,B.007985.1     ,Paramedic,,14-Jan-21,30-May-24,57352.1,288923
EMS ,EMS 021 Emergency Response System,B.007888,Paramedic,,23-May-19,15-Jun-23,59454.98,288924
